,order_id,client_id,product_id,datetime,units,price,payment_method,installments,delivery_days,delivery_state,device,source,has_installments,has_delivery_days,birthdate,state,gender
16,ox116887,cx00471,px02124,2019-09-20 09:41:00,1.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1964-08-30,st15,cg2
17,ox125568,cx18876,px02514,2019-01-25 19:53:00,1.0,89.91,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
18,ox002207,cx18876,px10746,2019-07-20 10:33:00,1.0,1677.6,pm05,0.0,5.0,st07,dv9,sc08,1,1,1971-04-27,st15,cg2
19,ox111727,cx18876,px10746,2019-07-20 11:09:00,1.0,1677.6,pm05,0.0,5.0,st07,dv9,sc08,1,1,1971-04-27,st15,cg2
20,ox091968,cx18876,px05180,2019-08-10 11:26:00,1.0,894.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
21,ox091968,cx18876,px03347,2019-08-10 11:26:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
22,ox012281,cx18876,px10485,2019-08-17 11:51:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
23,ox012281,cx18876,px05180,2019-08-17 11:51:00,1.0,994.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
24,ox047317,cx18876,px00462,2019-11-09 14:23:00,1.0,599.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
25,ox076042,cx18876,px02429,2019-11-09 14:31:00,1.0,2298.96,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-27,st15,cg2
26,ox059697,cx18876,px09204,2019-11-23 10:57:00,1.0,429.0,pm05,0.0,5.0,st07,dv9,sc08,1,1,1971-04-27,st15,cg2
27,ox105619,cx38255,px10205,2019-09-15 10:52:00,1.0,160.02,pm05,0.0,,st07,dv9,sc08,1,0,1958-01-26,st15,cg1
28,ox037878,cx38255,px12506,2019-09-15 11:12:00,1.0,189.0,pm05,0.0,,st07,dv9,sc08,1,0,1958-01-26,st15,cg1
29,ox003748,cx38255,px00206,2019-11-30 15:09:00,1.0,1799.28,pm05,0.0,,st07,dv9,sc08,1,0,1958-01-26,st15,cg1
30,ox009411,cx29500,px03129,2019-01-11 10:28:00,1.0,200.03,pm05,0.0,,st07,dv9,sc08,1,0,1959-10-09,st15,cg2
31,ox034749,cx29500,px06222,2019-05-09 15:53:00,2.0,186.0,pm05,0.0,,st07,dv9,sc08,1,0,1959-10-09,st15,cg2
32,ox049100,cx29500,px01930,2019-05-11 10:57:00,1.0,1299.0,pm05,0.0,,st07,dv9,sc08,1,0,1959-10-09,st15,cg2
33,ox025414,cx29500,px06222,2019-07-24 17:09:00,2.0,199.92,pm05,0.0,2.0,st07,dv9,sc08,1,1,1959-10-09,st15,cg2
34,ox012137,cx37407,px11308,2019-02-28 23:04:00,2.0,109.9,pm05,0.0,2.0,st15,dv3,sc12,1,1,1977-03-12,st15,cg1
35,ox044353,cx37407,px08966,2019-03-14 14:32:00,1.0,139.9,pm05,0.0,2.0,st15,dv3,sc12,1,1,1977-03-12,st15,cg1
36,ox116706,cx37407,px12181,2019-03-14 22:41:00,1.0,809.9,pm05,0.0,19.0,st22,dv3,sc12,1,1,1977-03-12,st15,cg1
37,ox107387,cx37407,px12369,2019-04-15 07:18:00,1.0,899.0,pm05,0.0,15.0,st15,dv3,sc12,1,1,1977-03-12,st15,cg1
38,ox053306,cx37407,px04207,2019-09-19 13:44:00,1.0,1499.88,pm05,0.0,,st07,dv9,sc08,1,0,1977-03-12,st15,cg1
39,ox057886,cx37407,px04525,2019-10-07 23:05:00,1.0,1099.0,pm09,5.0,3.0,st15,dv3,sc12,1,1,1977-03-12,st15,cg1
40,ox005242,cx37407,px11494,2019-11-30 11:03:00,1.0,179.0,pm02,4.0,9.0,st15,dv3,sc12,1,1,1977-03-12,st15,cg1
41,ox072938,cx26218,px00532,2019-01-11 10:11:00,1.0,1099.0,pm05,0.0,,st07,dv9,sc08,1,0,1957-06-07,st15,cg2
42,ox113489,cx26218,px06123,2019-07-09 10:34:00,1.0,51.0,pm05,0.0,,st07,dv9,sc08,1,0,1957-06-07,st15,cg2
43,ox113489,cx26218,px10474,2019-07-09 10:34:00,1.0,179.0,pm05,0.0,,st07,dv9,sc08,1,0,1957-06-07,st15,cg2
44,ox116965,cx26218,px07856,2019-10-05 09:31:00,1.0,349.9,pm05,0.0,,st07,dv9,sc08,1,0,1957-06-07,st15,cg2
45,ox060559,cx26218,px06580,2019-11-21 13:39:00,2.0,200.0,pm05,0.0,,st07,dv9,sc08,1,0,1957-06-07,st15,cg2
46,ox090904,cx21094,px05703,2019-03-17 11:02:00,1.0,489.0,pm05,0.0,,st07,dv9,sc08,1,0,1985-05-25,st01,cg1
47,ox054454,cx21094,px04097,2019-11-10 12:40:00,1.0,119.9,pm05,0.0,,st07,dv9,sc08,1,0,1985-05-25,st01,cg1
48,ox089271,cx36051,px08804,2019-07-30 18:46:00,1.0,999.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1966-03-21,st25,cg2
49,ox088687,cx36051,px03544,2019-08-02 22:03:00,1.0,250.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1966-03-21,st25,cg2
50,ox011560,cx36051,px08988,2019-09-27 04:38:00,1.0,31.9,pm10,1.0,2.0,st25,dv5,sc11,1,1,1966-03-21,st25,cg2
51,ox042264,cx38469,px06430,2019-04-04 19:37:00,1.0,3539.9,pm05,0.0,4.0,st25,dv3,sc12,1,1,1976-09-09,st25,cg1
52,ox127510,cx38469,px12369,2019-05-28 15:41:00,1.0,945.0,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
53,ox127510,cx38469,px12369,2019-05-28 17:27:00,0.80064,-945.0,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
54,ox127510,cx38469,px12369,2019-05-28 17:27:00,0.19936,-945.0,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
55,ox073586,cx38469,px12369,2019-06-08 17:27:00,1.0,945.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1976-09-09,st25,cg1
56,ox023178,cx38469,px12246,2019-06-26 20:38:00,0.78433,-3199.0,pm05,0.0,,st25,dv3,sc12,1,0,1976-09-09,st25,cg1
57,ox023178,cx38469,px12246,2019-06-26 20:38:00,0.21566,-3199.0,pm05,0.0,,st25,dv3,sc12,1,0,1976-09-09,st25,cg1
58,ox023178,cx38469,px12246,2019-06-26 08:40:00,1.0,3199.0,pm09,24.0,2.0,st25,dv3,sc12,1,1,1976-09-09,st25,cg1
59,ox121997,cx38469,px12246,2019-06-29 17:40:00,0.14893,-3199.19,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
60,ox121997,cx38469,px12246,2019-06-29 20:38:00,1.0,3199.19,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
61,ox121997,cx38469,px12246,2019-06-29 17:40:00,0.8510700000000001,-3199.19,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
62,ox103461,cx38469,px05798,2019-07-04 15:34:00,1.0,1994.12,pm05,0.0,,st07,dv9,sc08,1,0,1976-09-09,st25,cg1
63,ox118693,cx38469,px02568,2019-11-29 08:02:00,1.0,238.9,pm09,10.0,3.0,st25,dv3,sc12,1,1,1976-09-09,st25,cg1
64,ox095087,cx00609,px01028,2019-03-29 14:49:00,1.0,599.0,pm05,0.0,,st07,dv9,sc08,1,0,1949-06-04,st25,cg1
65,ox063517,cx00609,px09583,2019-06-25 12:51:00,1.0,428.94,pm05,0.0,,st07,dv9,sc08,1,0,1949-06-04,st25,cg1
66,ox072429,cx00609,px10643,2019-06-25 12:53:00,1.0,1399.14,pm05,0.0,11.0,st07,dv9,sc08,1,1,1949-06-04,st25,cg1
67,ox072429,cx00609,px10643,2019-06-25 16:34:00,1.0,-1399.14,pm05,0.0,,st07,dv9,sc08,1,0,1949-06-04,st25,cg1
68,ox123871,cx00609,px10643,2019-07-05 16:34:00,1.0,1399.14,pm05,0.0,7.0,st07,dv9,sc08,1,1,1949-06-04,st25,cg1
69,ox129616,cx00609,px08761,2019-09-09 13:49:00,1.0,103.99,pm05,0.0,,st07,dv9,sc08,1,0,1949-06-04,st25,cg1
70,ox050110,cx00609,px12506,2019-10-24 10:01:00,1.0,169.0,pm05,0.0,,st07,dv9,sc08,1,0,1949-06-04,st25,cg1
71,ox034002,cx00609,px05646,2019-11-06 14:17:00,1.0,1999.06,pm05,0.0,6.0,st07,dv9,sc08,1,1,1949-06-04,st25,cg1
72,ox029996,cx08355,px11433,2019-09-28 11:03:00,1.0,794.0,pm05,0.0,,st07,dv9,sc08,1,0,1964-06-26,st15,cg2
73,ox029996,cx08355,px10549,2019-09-28 11:03:00,1.0,1.0,pm05,0.0,,st07,dv9,sc08,1,0,1964-06-26,st15,cg2
74,ox096868,cx08355,px11853,2019-12-22 10:28:00,1.0,139.9,pm05,0.0,,st07,dv9,sc08,1,0,1964-06-26,st15,cg2
75,ox065982,cx36165,px05943,2019-04-18 12:42:00,1.0,47.21,pm05,0.0,,st07,dv9,sc08,1,0,1967-06-14,st25,cg1
76,ox108153,cx15428,px09219,2019-04-22 09:22:00,1.0,12.9,pm05,0.0,,st07,dv9,sc08,1,0,1961-05-29,st25,cg1
77,ox025029,cx15428,px05712,2019-11-18 10:39:00,1.0,450.0,pm05,0.0,5.0,st07,dv9,sc08,1,1,1961-05-29,st25,cg1
78,ox072800,cx15428,px11393,2019-11-18 10:39:00,1.0,89.0,pm05,0.0,,st07,dv9,sc08,1,0,1961-05-29,st25,cg1
79,ox072800,cx15428,px11671,2019-11-18 10:39:00,1.0,99.0,pm05,0.0,,st07,dv9,sc08,1,0,1961-05-29,st25,cg1
80,ox072800,cx15428,px10826,2019-11-18 10:39:00,1.0,89.0,pm05,0.0,,st07,dv9,sc08,1,0,1961-05-29,st25,cg1
81,ox038759,cx20077,px03347,2019-01-21 10:24:00,3.0,1.9,pm05,0.0,0.0,st15,dv7,sc05,1,1,1935-04-08,st15,cg2
82,ox095107,cx20077,px03347,2019-01-28 09:54:00,1.0,1.9,pm05,0.0,0.0,st15,dv7,sc05,1,1,1935-04-08,st15,cg2
83,ox066502,cx20077,px05508,2019-04-09 22:42:00,1.0,3.9,pm05,0.0,9.0,st15,dv7,sc05,1,1,1935-04-08,st15,cg2
84,ox095125,cx20077,px09844,2019-10-07 22:01:00,1.0,23.42,pm02,2.0,0.0,st15,dv7,sc05,1,1,1935-04-08,st15,cg2
85,ox127852,cx26375,px07247,2019-12-13 09:29:00,1.0,108.99,pm05,0.0,,st07,dv9,sc08,1,0,1967-09-26,st04,cg1
86,ox065929,cx07439,px01266,2019-05-11 17:04:00,1.0,7998.91,pm05,0.0,30.0,st07,dv9,sc08,1,1,1957-10-25,st15,cg2
87,ox021111,cx07439,px02429,2019-05-11 17:04:00,1.0,433.53,pm05,0.0,30.0,st07,dv9,sc08,1,1,1957-10-25,st15,cg2
88,ox020200,cx07439,px05144,2019-08-31 12:56:00,1.0,599.0,pm05,0.0,,st07,dv9,sc08,1,0,1957-10-25,st15,cg2
89,ox048738,cx33462,px04497,2019-11-26 10:06:00,1.0,229.9,pm05,0.0,6.0,st07,dv9,sc08,1,1,1964-07-02,st25,cg2
90,ox110033,cx33462,px01266,2019-11-26 10:15:00,1.0,5699.04,pm05,0.0,6.0,st07,dv9,sc08,1,1,1964-07-02,st25,cg2
91,ox062051,cx28170,px06462,2019-01-25 09:12:00,1.0,129.0,pm05,0.0,,st07,dv9,sc08,1,0,1987-12-02,st15,cg1
92,ox027961,cx28170,px00588,2019-05-16 14:14:00,1.0,899.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1987-12-02,st15,cg1
93,ox027961,cx28170,px12420,2019-05-16 14:14:00,1.0,799.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1987-12-02,st15,cg1
94,ox054708,cx28170,px10888,2019-05-16 14:26:00,1.0,1099.97,pm05,0.0,2.0,st07,dv9,sc08,1,1,1987-12-02,st15,cg1
95,ox008374,cx28170,px12204,2019-10-26 09:45:00,2.0,799.0,pm05,0.0,,st07,dv9,sc08,1,0,1987-12-02,st15,cg1
96,ox114997,cx21861,px09258,2019-02-09 10:23:00,1.0,1498.97,pm05,0.0,8.0,st07,dv9,sc08,1,1,1982-04-19,st15,cg1
97,ox096125,cx21861,px00882,2019-03-23 14:04:00,1.0,117.0,pm05,0.0,,st07,dv9,sc08,1,0,1982-04-19,st15,cg1
98,ox040514,cx21861,px09293,2019-06-01 19:42:00,1.0,150.0,pm05,0.0,,st07,dv9,sc08,1,0,1982-04-19,st15,cg1
99,ox050805,cx25320,px05603,2019-01-12 10:44:00,1.0,200.49,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
100,ox050805,cx25320,px01104,2019-01-12 10:44:00,1.0,200.49,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
101,ox035361,cx25320,px01700,2019-01-15 14:36:00,1.0,89.9,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
102,ox035361,cx25320,px08015,2019-01-15 14:36:00,1.0,168.92,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
103,ox035361,cx25320,px06373,2019-01-15 14:36:00,1.0,270.32,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
104,ox079863,cx25320,px06228,2019-07-12 14:10:00,1.0,329.0,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
105,ox079863,cx25320,px08070,2019-07-12 14:10:00,1.0,179.02,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
106,ox013836,cx25320,px06321,2019-08-12 13:53:00,1.0,2399.94,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
107,ox014072,cx25320,px12548,2019-11-18 11:37:00,1.0,159.0,pm05,0.0,,st07,dv9,sc08,1,0,1980-04-26,st15,cg1
108,ox046649,cx04352,px07387,2019-11-29 22:33:00,1.0,399.0,pm03,4.0,5.0,st15,dv3,sc12,1,1,1981-04-25,st15,cg1
109,ox093512,cx07853,px01318,2019-06-29 14:29:00,1.0,99.84,pm05,0.0,,st07,dv9,sc08,1,0,1958-04-10,st15,cg2
110,ox051931,cx07853,px05320,2019-06-29 14:28:00,1.0,129.95,pm05,0.0,,st07,dv9,sc08,1,0,1958-04-10,st15,cg2
111,ox041748,cx07853,px04103,2019-09-13 16:20:00,1.0,119.0,pm05,0.0,,st07,dv9,sc08,1,0,1958-04-10,st15,cg2
112,ox020592,cx19750,px03347,2019-03-07 14:32:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1983-04-29,st15,cg2
113,ox020592,cx19750,px09046,2019-03-07 14:32:00,1.0,1494.0,pm05,0.0,,st07,dv9,sc08,1,0,1983-04-29,st15,cg2
114,ox065028,cx14866,px02429,2019-09-26 17:15:00,1.0,2499.12,pm05,0.0,,st07,dv9,sc08,1,0,1962-07-02,st15,cg2
115,ox019628,cx14866,px06464,2019-12-14 12:21:00,1.0,792.02,pm05,0.0,35.0,st07,dv9,sc08,1,1,1962-07-02,st15,cg2
116,ox019628,cx14866,px12407,2019-12-14 12:21:00,1.0,499.0,pm05,0.0,35.0,st07,dv9,sc08,1,1,1962-07-02,st15,cg2
117,ox039517,cx14866,px00916,2019-12-14 12:19:00,1.0,2070.24,pm05,0.0,2.0,st07,dv9,sc08,1,1,1962-07-02,st15,cg2
118,ox041851,cx14866,px06487,2019-12-14 12:22:00,1.0,440.04,pm05,0.0,,st07,dv9,sc08,1,0,1962-07-02,st15,cg2
119,ox126982,cx14866,px06434,2019-12-14 12:23:00,1.0,99.0,pm05,0.0,,st07,dv9,sc08,1,0,1962-07-02,st15,cg2
120,ox126982,cx14866,px06868,2019-12-14 12:23:00,1.0,285.0,pm05,0.0,,st07,dv9,sc08,1,0,1962-07-02,st15,cg2
121,ox091198,cx34111,px05212,2019-09-06 14:22:00,1.0,99.9,pm05,0.0,,st07,dv9,sc08,1,0,1943-12-06,st25,cg1
122,ox091198,cx34111,px05212,2019-09-06 11:27:00,1.0,-99.9,pm05,0.0,,st07,dv9,sc08,1,0,1943-12-06,st25,cg1
123,ox062675,cx34111,px05431,2019-10-07 11:27:00,1.0,139.0,pm05,0.0,,st07,dv9,sc08,1,0,1943-12-06,st25,cg1
124,ox108716,cx20311,px07397,2019-06-21 15:13:00,1.0,1099.0,pm05,0.0,,st07,dv9,sc08,1,0,1944-09-08,st15,cg1
125,ox115888,cx00472,px02252,2019-01-04 06:36:00,1.0,59.9,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
126,ox115888,cx00472,px02252,2019-01-04 13:39:00,1.0,-59.9,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
127,ox115888,cx00472,px04682,2019-01-04 06:36:00,1.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
128,ox076011,cx00472,px04869,2019-01-04 06:34:00,2.0,34.9,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
129,ox076011,cx00472,px02026,2019-01-04 06:34:00,1.0,34.9,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
130,ox129279,cx00472,px00376,2019-01-04 06:47:00,1.0,899.0,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
131,ox131880,cx00472,px02252,2019-01-04 13:39:00,1.0,59.9,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
132,ox129511,cx00472,px08712,2019-06-01 14:46:00,1.0,999.0,pm05,0.0,,st07,dv9,sc08,1,0,1962-02-08,st15,cg1
133,ox121205,cx29281,px12613,2019-05-24 18:33:00,1.0,148.98,pm05,0.0,,st07,dv9,sc08,1,0,1951-08-12,st25,cg1
134,ox099757,cx29281,px11482,2019-10-11 09:34:00,1.0,29.33,pm05,0.0,,st07,dv9,sc08,1,0,1951-08-12,st25,cg1
135,ox099757,cx29281,px07996,2019-10-11 09:34:00,1.0,48.95,pm05,0.0,,st07,dv9,sc08,1,0,1951-08-12,st25,cg1
136,ox099757,cx29281,px03267,2019-10-11 09:34:00,1.0,48.95,pm05,0.0,,st07,dv9,sc08,1,0,1951-08-12,st25,cg1
137,ox124726,cx38647,px02343,2019-03-15 10:24:00,1.0,139.86,pm05,0.0,,st07,dv9,sc08,1,0,1961-01-25,st15,cg1
138,ox052313,cx38647,px03941,2019-03-15 11:04:00,1.0,39.9,pm05,0.0,,st07,dv9,sc08,1,0,1961-01-25,st15,cg1
139,ox012508,cx38647,px03347,2019-09-23 12:22:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1961-01-25,st15,cg1
140,ox012508,cx38647,px08712,2019-09-23 12:22:00,1.0,694.0,pm05,0.0,,st07,dv9,sc08,1,0,1961-01-25,st15,cg1
141,ox032089,cx38647,px10867,2019-12-20 12:41:00,1.0,109.9,pm05,0.0,,st07,dv9,sc08,1,0,1961-01-25,st15,cg1
142,ox129175,cx21522,px11713,2019-12-09 15:33:00,1.0,349.9,pm13,10.0,2.0,st15,dv4,sc04,1,1,1957-10-15,st15,cg1
143,ox064894,cx21614,px05212,2019-03-02 14:09:00,1.0,-119.9,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
144,ox064894,cx21614,px05212,2019-03-02 14:00:00,1.0,119.9,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
145,ox079331,cx21614,px05212,2019-03-06 14:09:00,1.0,119.9,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
146,ox079331,cx21614,px05212,2019-03-06 14:21:00,1.0,-119.9,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
147,ox071959,cx21614,px11067,2019-03-23 13:25:00,1.0,0.76,pm05,0.0,25.0,st07,dv9,sc08,1,1,1956-01-25,st15,cg1
148,ox071959,cx21614,px00777,2019-03-23 13:25:00,1.0,4999.16,pm05,0.0,25.0,st07,dv9,sc08,1,1,1956-01-25,st15,cg1
149,ox095284,cx21614,px09078,2019-09-11 11:58:00,1.0,3999.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1956-01-25,st15,cg1
150,ox123956,cx21614,px03381,2019-09-30 11:06:00,1.0,798.96,pm05,0.0,12.0,st07,dv9,sc08,1,1,1956-01-25,st15,cg1
151,ox098248,cx21614,px12098,2019-11-09 12:59:00,2.0,9.9,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
152,ox118632,cx21614,px01930,2019-11-09 12:50:00,1.0,898.99,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
153,ox027679,cx21614,px10980,2019-11-09 12:50:00,1.0,149.01,pm05,0.0,,st07,dv9,sc08,1,0,1956-01-25,st15,cg1
154,ox062532,cx02650,px01144,2019-04-12 11:43:00,1.0,149.97,pm05,0.0,,st07,dv9,sc08,1,0,1951-06-12,st15,cg1
155,ox062532,cx02650,px02026,2019-04-12 11:43:00,1.0,40.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-06-12,st15,cg1
156,ox018201,cx02650,px05699,2019-04-12 11:39:00,1.0,2199.12,pm05,0.0,,st07,dv9,sc08,1,0,1951-06-12,st15,cg1
157,ox055352,cx02650,px05933,2019-09-25 16:03:00,1.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-06-12,st15,cg1
158,ox081062,cx02650,px06868,2019-10-31 16:53:00,1.0,249.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-06-12,st15,cg1
159,ox041623,cx00735,px11190,2019-01-19 09:51:00,1.0,168.98,pm05,0.0,,st07,dv9,sc08,1,0,1963-08-10,st25,cg1
160,ox041623,cx00735,px11205,2019-01-19 09:51:00,1.0,128.98,pm05,0.0,,st07,dv9,sc08,1,0,1963-08-10,st25,cg1
161,ox056261,cx00735,px11205,2019-01-21 16:24:00,1.0,129.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1963-08-10,st25,cg1
162,ox128801,cx04161,px04902,2019-11-30 05:43:00,1.0,85.5,pm10,1.0,3.0,st15,dv4,sc04,1,1,1949-09-12,st15,cg1
163,ox092899,cx34677,px04661,2019-02-09 18:41:00,1.0,1399.0,pm05,0.0,,st07,dv9,sc08,1,0,1958-09-10,st25,cg1
164,ox010552,cx34677,px03342,2019-03-25 12:38:00,1.0,1299.13,pm05,0.0,,st07,dv9,sc08,1,0,1958-09-10,st25,cg1
165,ox051430,cx34677,px09078,2019-06-12 19:26:00,1.0,4299.0,pm05,0.0,,st07,dv9,sc08,1,0,1958-09-10,st25,cg1
166,ox054160,cx34677,px00245,2019-06-12 19:52:00,1.0,1399.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1958-09-10,st25,cg1
167,ox057970,cx34677,px03677,2019-07-27 11:38:00,1.0,799.0,pm05,0.0,,st07,dv9,sc08,1,0,1958-09-10,st25,cg1
168,ox024140,cx00551,px01983,2019-02-27 17:55:00,1.0,1487.93,pm05,0.0,2.0,st07,dv9,sc08,1,1,1963-11-09,st15,cg1
169,ox107334,cx00551,px10061,2019-11-29 18:23:00,1.0,999.0,pm05,0.0,,st07,dv9,sc08,1,0,1963-11-09,st15,cg1
170,ox107334,cx00551,px10485,2019-11-29 18:23:00,1.0,1.0,pm05,0.0,,st07,dv9,sc08,1,0,1963-11-09,st15,cg1
171,ox132366,cx12914,px04614,2019-03-15 06:56:00,1.0,222.0,pm05,0.0,12.0,st15,dv8,sc12,1,1,1971-01-04,st15,cg2
172,ox132366,cx12914,px11763,2019-03-15 06:56:00,1.0,89.9,pm05,0.0,12.0,st15,dv8,sc12,1,1,1971-01-04,st15,cg2
173,ox009691,cx19753,px07622,2019-03-13 16:00:00,1.0,109.98,pm05,0.0,,st07,dv9,sc08,1,0,1963-12-31,st25,cg1
174,ox094077,cx19753,px12575,2019-03-13 16:07:00,1.0,72.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1963-12-31,st25,cg1
175,ox114836,cx19753,px10539,2019-04-05 16:50:00,1.0,2200.14,pm05,0.0,,st07,dv9,sc08,1,0,1963-12-31,st25,cg1
176,ox044884,cx24431,px10549,2019-03-21 15:21:00,1.0,4.84,pm05,0.0,,st07,dv9,sc08,1,0,1966-06-21,st25,cg1
177,ox044884,cx24431,px06174,2019-03-21 15:21:00,1.0,1494.2,pm05,0.0,,st07,dv9,sc08,1,0,1966-06-21,st25,cg1
178,ox097168,cx24431,px09219,2019-04-18 12:46:00,1.0,12.9,pm05,0.0,,st07,dv9,sc08,1,0,1966-06-21,st25,cg1
179,ox077764,cx24431,px10157,2019-11-10 10:35:00,1.0,59.91,pm05,0.0,,st07,dv9,sc08,1,0,1966-06-21,st25,cg1
180,ox131231,cx23683,px03166,2019-01-10 14:44:00,1.0,80.0,pm05,0.0,,st07,dv9,sc08,1,0,1942-03-27,st25,cg1
